"","log2FoldChange","padj","Factor"
"ko:K009401",-0.758334114165615,0.550735705142923,"Vibrio_Vibrio_vs_Control"
"ko:K009671",0.443896543701906,0.0728206653163684,"Vibrio_Vibrio_vs_Control"
"ko:K010701",-0.371323138980118,NA,"Vibrio_Vibrio_vs_Control"
"ko:K012061",3.23008789974568,1.62821040498769e-05,"Vibrio_Vibrio_vs_Control"
"ko:K012511",1.96852809437351,0.000799740376814644,"Vibrio_Vibrio_vs_Control"
"ko:K013631",-0.17037351865415,0.777019882354066,"Vibrio_Vibrio_vs_Control"
"ko:K013651",0.370638094441314,0.284265124856163,"Vibrio_Vibrio_vs_Control"
"ko:K013791",-0.476629411837381,0.292325869252831,"Vibrio_Vibrio_vs_Control"
"ko:K015511",0.33764727188537,NA,"Vibrio_Vibrio_vs_Control"
"ko:K015961",2.95528507674739,3.06203497272357e-28,"Vibrio_Vibrio_vs_Control"
"ko:K016231",0.00973098512759078,0.983668868699545,"Vibrio_Vibrio_vs_Control"
"ko:K016811",1.40748674714351,0.00261302287123309,"Vibrio_Vibrio_vs_Control"
"ko:K016891",0.427167223659383,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K016971",-1.77184336252912,NA,"Vibrio_Vibrio_vs_Control"
"ko:K017581",0.501011020812859,0.769360592019172,"Vibrio_Vibrio_vs_Control"
"ko:K018751",-0.076293015956639,0.962069950084796,"Vibrio_Vibrio_vs_Control"
"ko:K018811",0.472378414163041,0.840537107377149,"Vibrio_Vibrio_vs_Control"
"ko:K018891",1.07682889108743,0.284265124856163,"Vibrio_Vibrio_vs_Control"
"ko:K018901",0.0996353931461422,0.962961488646499,"Vibrio_Vibrio_vs_Control"
"ko:K018921",0.0394709543256325,0.9752661484751,"Vibrio_Vibrio_vs_Control"
"ko:K018931",-0.939540469915279,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K019531",-0.640003538562097,0.288824455967872,"Vibrio_Vibrio_vs_Control"
"ko:K021051",-0.804578426997373,0.477185808923338,"Vibrio_Vibrio_vs_Control"
"ko:K021111",-0.662368619569837,NA,"Vibrio_Vibrio_vs_Control"
"ko:K021121",0.316978979126702,0.521958059496455,"Vibrio_Vibrio_vs_Control"
"ko:K021461",-0.514711015805219,0.671605033907274,"Vibrio_Vibrio_vs_Control"
"ko:K021491",-0.640760026370639,0.614854591819983,"Vibrio_Vibrio_vs_Control"
"ko:K021521",1.61943619311207,NA,"Vibrio_Vibrio_vs_Control"
"ko:K021551",0.126427289392504,0.891035747474907,"Vibrio_Vibrio_vs_Control"
"ko:K021831",-0.57418975155598,0.0185987973216677,"Vibrio_Vibrio_vs_Control"
"ko:K022191",-1.57391382458757,NA,"Vibrio_Vibrio_vs_Control"
"ko:K022671",-0.669261151359221,0.671605033907274,"Vibrio_Vibrio_vs_Control"
"ko:K024371",0.474859809898681,0.58976775336241,"Vibrio_Vibrio_vs_Control"
"ko:K025031",-0.32196913701014,NA,"Vibrio_Vibrio_vs_Control"
"ko:K026351",0.454244111275523,0.661654122528616,"Vibrio_Vibrio_vs_Control"
"ko:K026391",-0.350676055169648,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027031",4.01142634940704,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K027051",1.68433941325181,0.182841253395411,"Vibrio_Vibrio_vs_Control"
"ko:K027061",-1.84412132522424,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027251",0.0748452030671329,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027261",-0.66958360161696,0.695266943564586,"Vibrio_Vibrio_vs_Control"
"ko:K027281",-0.0723328815147033,0.962961488646499,"Vibrio_Vibrio_vs_Control"
"ko:K027321",-0.160173227019101,0.874681726206899,"Vibrio_Vibrio_vs_Control"
"ko:K028651",-0.114020122223618,0.953402196865874,"Vibrio_Vibrio_vs_Control"
"ko:K028661",-0.934263872585761,NA,"Vibrio_Vibrio_vs_Control"
"ko:K028701",-0.382744257042289,0.224946894431595,"Vibrio_Vibrio_vs_Control"
"ko:K028721",-2.46337960862225,0.0272795261378469,"Vibrio_Vibrio_vs_Control"
"ko:K028731",-1.62128088577015,0.000248680623993009,"Vibrio_Vibrio_vs_Control"
"ko:K028771",1.69225383627499,0.259208856467432,"Vibrio_Vibrio_vs_Control"
"ko:K028801",-0.92149482606093,0.369685140849483,"Vibrio_Vibrio_vs_Control"
"ko:K028821",0.619526347915934,0.58976775336241,"Vibrio_Vibrio_vs_Control"
"ko:K028851",-0.47550271118205,0.692943434948669,"Vibrio_Vibrio_vs_Control"
"ko:K028891",-0.73929584952941,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K028961",-0.933639320158019,0.151705653251322,"Vibrio_Vibrio_vs_Control"
"ko:K028981",0.0687316026115861,0.962961488646499,"Vibrio_Vibrio_vs_Control"
"ko:K029011",-0.251576862306003,0.874681726206899,"Vibrio_Vibrio_vs_Control"
"ko:K029051",0.3681024171834,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K029081",1.28477439811974,0.0595551331889909,"Vibrio_Vibrio_vs_Control"
"ko:K029101",-0.649791764301005,0.597008044595444,"Vibrio_Vibrio_vs_Control"
"ko:K029151",-0.573990549173016,0.588880052850258,"Vibrio_Vibrio_vs_Control"
"ko:K029181",0.115809903076387,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029201",0.439880919761292,0.833908350404837,"Vibrio_Vibrio_vs_Control"
"ko:K029231",-0.138110523333179,0.932550594537634,"Vibrio_Vibrio_vs_Control"
"ko:K029241",-0.546252130466619,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029291",0.763219899547607,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K029321",-0.448999334287382,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K029361",-0.12324596446683,0.932550594537634,"Vibrio_Vibrio_vs_Control"
"ko:K029371",0.102110346894472,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029381",0.930339847377359,0.300980231853811,"Vibrio_Vibrio_vs_Control"
"ko:K029411",0.728978546363744,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K029471",1.59993449434284,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029491",0.859755853755151,0.2888739429838,"Vibrio_Vibrio_vs_Control"
"ko:K029511",-0.348557156005881,0.831295672865054,"Vibrio_Vibrio_vs_Control"
"ko:K029531",-0.955814648297863,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029551",-0.989308712655593,0.151705653251322,"Vibrio_Vibrio_vs_Control"
"ko:K029581",-0.164651348477876,0.932550594537634,"Vibrio_Vibrio_vs_Control"
"ko:K029621",1.11776024258679,0.218854826845195,"Vibrio_Vibrio_vs_Control"
"ko:K029661",-0.344736764194842,0.833908350404837,"Vibrio_Vibrio_vs_Control"
"ko:K029691",-0.56932663809846,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029731",-0.555562680794389,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029751",-0.0277154395669014,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029761",-0.926311345212228,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029781",0.249265040388816,0.716274671224989,"Vibrio_Vibrio_vs_Control"
"ko:K029801",-1.56542695570032,0.0728206653163684,"Vibrio_Vibrio_vs_Control"
"ko:K029831",-0.248286814318856,0.91325687550069,"Vibrio_Vibrio_vs_Control"
"ko:K029841",0.514783779188734,0.564079119849778,"Vibrio_Vibrio_vs_Control"
"ko:K029851",1.14899510239665,0.561592956238684,"Vibrio_Vibrio_vs_Control"
"ko:K029871",-1.20706599548756,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029911",-0.509735437233551,0.340770614952004,"Vibrio_Vibrio_vs_Control"
"ko:K029921",-0.527420307692181,0.730296774106381,"Vibrio_Vibrio_vs_Control"
"ko:K029931",-0.250947359535526,0.671605033907274,"Vibrio_Vibrio_vs_Control"
"ko:K029951",0.142736996931294,0.92079920189157,"Vibrio_Vibrio_vs_Control"
"ko:K030071",-3.44829513427758,0.000319429083344329,"Vibrio_Vibrio_vs_Control"
"ko:K030081",-1.73676012723512,NA,"Vibrio_Vibrio_vs_Control"
"ko:K030311",0.699591415274296,0.561592956238684,"Vibrio_Vibrio_vs_Control"
"ko:K030831",-0.410882815934815,0.556214078281963,"Vibrio_Vibrio_vs_Control"
"ko:K031131",0.0413329419435318,NA,"Vibrio_Vibrio_vs_Control"
"ko:K032311",0.682351188473977,0.79661226892575,"Vibrio_Vibrio_vs_Control"
"ko:K032321",0.800320107742896,0.629594490129574,"Vibrio_Vibrio_vs_Control"
"ko:K032331",1.00003871219899,0.578276095080283,"Vibrio_Vibrio_vs_Control"
"ko:K032341",0.336885628233095,NA,"Vibrio_Vibrio_vs_Control"
"ko:K032361",-0.182867372010985,0.840537107377149,"Vibrio_Vibrio_vs_Control"
"ko:K032461",-0.994199419352082,0.489444194942676,"Vibrio_Vibrio_vs_Control"
"ko:K032471",-0.936836537529179,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K032831",0.382862176471115,0.518476792116434,"Vibrio_Vibrio_vs_Control"
"ko:K035211",0.293540461383225,0.777019882354066,"Vibrio_Vibrio_vs_Control"
"ko:K035221",-2.17662195786602,NA,"Vibrio_Vibrio_vs_Control"
"ko:K036261",2.39134659283942,1.62821040498769e-05,"Vibrio_Vibrio_vs_Control"
"ko:K036611",-0.216381743080593,0.932550594537634,"Vibrio_Vibrio_vs_Control"
"ko:K038721",0.0911733439554595,0.962961488646499,"Vibrio_Vibrio_vs_Control"
"ko:K038731",0.218849582573865,0.84030916396962,"Vibrio_Vibrio_vs_Control"
"ko:K039361",-0.403868311478672,NA,"Vibrio_Vibrio_vs_Control"
"ko:K039421",-0.834072776783911,NA,"Vibrio_Vibrio_vs_Control"
"ko:K039431",0.0594528060361279,NA,"Vibrio_Vibrio_vs_Control"
"ko:K040431",1.54002451139606,0.269026701576618,"Vibrio_Vibrio_vs_Control"
"ko:K040791",0.677930255183712,0.552659979156977,"Vibrio_Vibrio_vs_Control"
"ko:K043451",0.864606601688183,0.588880052850258,"Vibrio_Vibrio_vs_Control"
"ko:K043481",-0.307369936478137,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043541",0.0142385694168428,0.983668868699545,"Vibrio_Vibrio_vs_Control"
"ko:K043641",0.66953732835474,0.558457551110033,"Vibrio_Vibrio_vs_Control"
"ko:K043691",-0.780662996720384,0.614854591819983,"Vibrio_Vibrio_vs_Control"
"ko:K043701",0.788569490220839,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043711",-0.397204537736104,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043931",-0.3392224022023,0.746456284065447,"Vibrio_Vibrio_vs_Control"
"ko:K044441",0.969712490195503,0.84030916396962,"Vibrio_Vibrio_vs_Control"
"ko:K044561",-0.531159867380454,NA,"Vibrio_Vibrio_vs_Control"
"ko:K045031",-0.0613839509556179,0.962961488646499,"Vibrio_Vibrio_vs_Control"
"ko:K045361",-1.45333825677755,NA,"Vibrio_Vibrio_vs_Control"
"ko:K045521",-0.844595123888611,0.240260512465953,"Vibrio_Vibrio_vs_Control"
"ko:K045671",-0.304532875277026,0.519359492772572,"Vibrio_Vibrio_vs_Control"
"ko:K047121",0.315648796161977,0.866732590287527,"Vibrio_Vibrio_vs_Control"
"ko:K057541",1.16868573324681,0.00142205062157634,"Vibrio_Vibrio_vs_Control"
"ko:K057551",0.272447259075553,0.853495958208454,"Vibrio_Vibrio_vs_Control"
"ko:K057571",0.329862672297263,0.519359492772572,"Vibrio_Vibrio_vs_Control"
"ko:K057581",0.305093444365906,0.866044499871842,"Vibrio_Vibrio_vs_Control"
"ko:K057591",-0.295914441717157,0.671605033907274,"Vibrio_Vibrio_vs_Control"
"ko:K066851",0.33370646547421,0.848573278408257,"Vibrio_Vibrio_vs_Control"
"ko:K066891",-0.567910218204256,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K067041",1.19930025930113,NA,"Vibrio_Vibrio_vs_Control"
"ko:K071511",-0.280354516302964,0.392142347356326,"Vibrio_Vibrio_vs_Control"
"ko:K071921",-0.0302428020023839,0.967521156052812,"Vibrio_Vibrio_vs_Control"
"ko:K072051",-0.198723197513924,0.866044499871842,"Vibrio_Vibrio_vs_Control"
"ko:K073421",-0.37418431494878,0.84030916396962,"Vibrio_Vibrio_vs_Control"
"ko:K073751",-0.313010800805203,0.789848156080016,"Vibrio_Vibrio_vs_Control"
"ko:K075091",0.0377152008523811,0.962961488646499,"Vibrio_Vibrio_vs_Control"
"ko:K078271",0.125217429994399,0.92079920189157,"Vibrio_Vibrio_vs_Control"
"ko:K078741",0.643688093020852,0.558457551110033,"Vibrio_Vibrio_vs_Control"
"ko:K078871",0.222271469503554,0.819532447806707,"Vibrio_Vibrio_vs_Control"
"ko:K078901",0.292340414912864,0.746456284065447,"Vibrio_Vibrio_vs_Control"
"ko:K078931",0.588183509981588,NA,"Vibrio_Vibrio_vs_Control"
"ko:K079011",0.640673427595432,0.369685140849483,"Vibrio_Vibrio_vs_Control"
"ko:K079361",-1.22323997658756,0.0973319978459743,"Vibrio_Vibrio_vs_Control"
"ko:K079371",-0.405314479299889,0.135211298509074,"Vibrio_Vibrio_vs_Control"
"ko:K079761",0.67760431881525,NA,"Vibrio_Vibrio_vs_Control"
"ko:K080561",-2.03933087259899,NA,"Vibrio_Vibrio_vs_Control"
"ko:K085481",0.504326323034572,0.558457551110033,"Vibrio_Vibrio_vs_Control"
"ko:K087641",-0.58010021774703,NA,"Vibrio_Vibrio_vs_Control"
"ko:K088701",0.521218412614004,NA,"Vibrio_Vibrio_vs_Control"
"ko:K089571",2.18183216769943,0.0206012401924621,"Vibrio_Vibrio_vs_Control"
"ko:K090221",0.10263199710696,0.957793338215687,"Vibrio_Vibrio_vs_Control"
"ko:K093981",0.0879780381167565,NA,"Vibrio_Vibrio_vs_Control"
"ko:K094811",0.667818725490313,0.518476792116434,"Vibrio_Vibrio_vs_Control"
"ko:K094901",-0.922084243970626,0.549999655240719,"Vibrio_Vibrio_vs_Control"
"ko:K095671",2.39954182709846,NA,"Vibrio_Vibrio_vs_Control"
"ko:K095681",0.223445434172272,0.932550594537634,"Vibrio_Vibrio_vs_Control"
"ko:K095691",2.48135551074374,0.0116631379391772,"Vibrio_Vibrio_vs_Control"
"ko:K095801",0.0469094505585475,0.962069950084796,"Vibrio_Vibrio_vs_Control"
"ko:K095841",-0.16490044857728,0.613750233952461,"Vibrio_Vibrio_vs_Control"
"ko:K095951",-0.754393631642018,0.288824455967872,"Vibrio_Vibrio_vs_Control"
"ko:K103641",0.362922592539119,0.561592956238684,"Vibrio_Vibrio_vs_Control"
"ko:K103651",0.327112800986846,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K104181",0.738948900458903,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K104191",-0.616960953413612,0.741967898770675,"Vibrio_Vibrio_vs_Control"
"ko:K104201",0.36684963322527,0.635758351359418,"Vibrio_Vibrio_vs_Control"
"ko:K104351",0.425039831454238,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K105731",0.441462903905493,0.776362120405544,"Vibrio_Vibrio_vs_Control"
"ko:K105751",0.672350883907321,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K105771",-0.403602919604593,NA,"Vibrio_Vibrio_vs_Control"
"ko:K105801",-0.201638778739491,0.862155940103224,"Vibrio_Vibrio_vs_Control"
"ko:K105821",-1.40142992839367,NA,"Vibrio_Vibrio_vs_Control"
"ko:K105831",-1.48987316691528,NA,"Vibrio_Vibrio_vs_Control"
"ko:K106881",0.118650927794209,NA,"Vibrio_Vibrio_vs_Control"
"ko:K107041",1.25047468475174,0.0153181165426018,"Vibrio_Vibrio_vs_Control"
"ko:K109491",0.537218211464141,0.692943434948669,"Vibrio_Vibrio_vs_Control"
"ko:K109561",0.454692101976993,0.90459469437758,"Vibrio_Vibrio_vs_Control"
"ko:K110871",2.15010127744876,NA,"Vibrio_Vibrio_vs_Control"
"ko:K110881",0.755300656111135,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K110991",0.503284544338566,NA,"Vibrio_Vibrio_vs_Control"
"ko:K111301",-0.642698432266738,NA,"Vibrio_Vibrio_vs_Control"
"ko:K111881",-0.189203674041209,0.926298933774501,"Vibrio_Vibrio_vs_Control"
"ko:K112511",1.10817340580232,0.185226285976445,"Vibrio_Vibrio_vs_Control"
"ko:K112521",0.861563087242154,0.200707126508118,"Vibrio_Vibrio_vs_Control"
"ko:K112541",1.08387120065351,NA,"Vibrio_Vibrio_vs_Control"
"ko:K114951",-1.15975996483391,NA,"Vibrio_Vibrio_vs_Control"
"ko:K115841",-2.17116018169561,0.0973319978459743,"Vibrio_Vibrio_vs_Control"
"ko:K118841",-0.737652139458652,NA,"Vibrio_Vibrio_vs_Control"
"ko:K119801",-0.0404383598003237,0.974728394592962,"Vibrio_Vibrio_vs_Control"
"ko:K121581",0.134934009030201,0.932550594537634,"Vibrio_Vibrio_vs_Control"
"ko:K121941",0.203521226736621,0.552659979156977,"Vibrio_Vibrio_vs_Control"
"ko:K121971",0.305811412993438,0.776362120405544,"Vibrio_Vibrio_vs_Control"
"ko:K121981",-0.00956584338262956,NA,"Vibrio_Vibrio_vs_Control"
"ko:K123931",2.59241853002769,0.136513871773354,"Vibrio_Vibrio_vs_Control"
"ko:K126211",-0.440235690013811,NA,"Vibrio_Vibrio_vs_Control"
"ko:K126221",-0.171233369407053,NA,"Vibrio_Vibrio_vs_Control"
"ko:K126231",-1.17075088297546,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K127571",-0.0661269697592453,0.92079920189157,"Vibrio_Vibrio_vs_Control"
"ko:K128281",-0.105154828675503,0.668221697628006,"Vibrio_Vibrio_vs_Control"
"ko:K128321",0.0277875675218931,0.962961488646499,"Vibrio_Vibrio_vs_Control"
"ko:K128331",0.254302927481248,NA,"Vibrio_Vibrio_vs_Control"
"ko:K128591",0.35206590044973,0.84030916396962,"Vibrio_Vibrio_vs_Control"
"ko:K128771",-0.481366878177835,0.768572452296734,"Vibrio_Vibrio_vs_Control"
"ko:K129471",-0.315115492002689,0.819532447806707,"Vibrio_Vibrio_vs_Control"
"ko:K130251",-0.203755803299145,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K131261",0.0207747878245429,0.962961488646499,"Vibrio_Vibrio_vs_Control"
"ko:K131761",0.388438318986167,NA,"Vibrio_Vibrio_vs_Control"
"ko:K132511",-0.173608494067207,NA,"Vibrio_Vibrio_vs_Control"
"ko:K137581",1.27498978148853,0.151705653251322,"Vibrio_Vibrio_vs_Control"
"ko:K137851",0.0915258902984908,0.949921977483274,"Vibrio_Vibrio_vs_Control"
"ko:K143971",0.327519681335279,NA,"Vibrio_Vibrio_vs_Control"
"ko:K147531",0.79226492652403,0.00129172753414995,"Vibrio_Vibrio_vs_Control"
"ko:K148031",-0.677675625649066,NA,"Vibrio_Vibrio_vs_Control"
"ko:K149651",-0.485264547084419,0.776362120405544,"Vibrio_Vibrio_vs_Control"
"ko:K150251",2.53948891100954,NA,"Vibrio_Vibrio_vs_Control"
"ko:K151031",-0.652133489092261,0.561592956238684,"Vibrio_Vibrio_vs_Control"
"ko:K156201",-1.1285505236888,NA,"Vibrio_Vibrio_vs_Control"
"ko:K161861",2.33341823541241,0.00146440309319069,"Vibrio_Vibrio_vs_Control"
"ko:K161971",-0.662250294703766,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K163441",-0.176692369848178,0.92079920189157,"Vibrio_Vibrio_vs_Control"
"ko:K165751",-1.71447911154414,NA,"Vibrio_Vibrio_vs_Control"
"ko:K167941",0.395795884596567,0.588880052850258,"Vibrio_Vibrio_vs_Control"
"ko:K170801",-0.541753577600591,0.769360592019172,"Vibrio_Vibrio_vs_Control"
"ko:K170811",-0.257180884486248,0.663594253960376,"Vibrio_Vibrio_vs_Control"
"ko:K170931",-1.22239062878164,NA,"Vibrio_Vibrio_vs_Control"
"ko:K172541",-0.0276118561792747,NA,"Vibrio_Vibrio_vs_Control"
"ko:K172661",0.409728731280282,0.671605033907274,"Vibrio_Vibrio_vs_Control"
"ko:K172681",0.751014352799358,0.518476792116434,"Vibrio_Vibrio_vs_Control"
"ko:K174971",1.084753876991,NA,"Vibrio_Vibrio_vs_Control"
"ko:K177801",-0.9074188735943,NA,"Vibrio_Vibrio_vs_Control"
"ko:K177951",0.261847424603537,NA,"Vibrio_Vibrio_vs_Control"
"ko:K179181",-0.183325766888057,0.671605033907274,"Vibrio_Vibrio_vs_Control"
"ko:K179201",-0.124995781311407,0.769360592019172,"Vibrio_Vibrio_vs_Control"
"ko:K182691",1.19375822632838,0.145820637872061,"Vibrio_Vibrio_vs_Control"
"ko:K184661",0.806693271960843,0.543019941636743,"Vibrio_Vibrio_vs_Control"
"ko:K186171",0.579708400778602,NA,"Vibrio_Vibrio_vs_Control"
"ko:K196821",0.434556190911106,0.605519303562644,"Vibrio_Vibrio_vs_Control"
"ko:K197651",-0.482302001855634,8.38770590459001e-05,"Vibrio_Vibrio_vs_Control"
"ko:K197881",-0.314107734997015,NA,"Vibrio_Vibrio_vs_Control"
"ko:K199311",0.414022552588535,0.552659979156977,"Vibrio_Vibrio_vs_Control"
"ko:K199321",0.665732884556661,0.578276095080283,"Vibrio_Vibrio_vs_Control"
"ko:K200111",0.0568442232400281,0.962961488646499,"Vibrio_Vibrio_vs_Control"
"ko:K203011",-0.0517519475521329,NA,"Vibrio_Vibrio_vs_Control"
"ko:K203021",-0.43150296925723,0.671605033907274,"Vibrio_Vibrio_vs_Control"
"ko:K203461",-0.00415011755992274,0.99516977928169,"Vibrio_Vibrio_vs_Control"
"ko:K203471",0.13538534731551,0.932550594537634,"Vibrio_Vibrio_vs_Control"
"ko:K203501",-2.04871283871257,NA,"Vibrio_Vibrio_vs_Control"
"ko:K203521",0.573203708421192,0.369685140849483,"Vibrio_Vibrio_vs_Control"
"ko:K203691",-0.619109044517228,0.00261302287123309,"Vibrio_Vibrio_vs_Control"
"ko:K203981",-0.561098187615682,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K203991",-0.487150393467849,NA,"Vibrio_Vibrio_vs_Control"
"ko:K204721",-0.796986496688719,0.288824455967872,"Vibrio_Vibrio_vs_Control"
"ko:K218701",-0.233496400497149,0.932550594537634,"Vibrio_Vibrio_vs_Control"
"ko:K218911",0.270728500063312,NA,"Vibrio_Vibrio_vs_Control"
"ko:K220691",0.605241130988488,NA,"Vibrio_Vibrio_vs_Control"
"ko:K223901",-0.0840338815407136,0.962961488646499,"Vibrio_Vibrio_vs_Control"
"ko:K225031",0.173083169926988,0.957793338215687,"Vibrio_Vibrio_vs_Control"
"ko:K225561",-1.63100035275751,0.534093825104952,"Vibrio_Vibrio_vs_Control"
"ko:K229391",-1.32412091065477,NA,"Vibrio_Vibrio_vs_Control"
"ko:K230341",1.32977833513162,0.725710720346746,"Vibrio_Vibrio_vs_Control"
